method,wrr,wcr,ser,time
deepspeech,0.6358024691358024,0.6604938271604939,1.0,5.0825787415706145
google,0.9135802469135803,0.9320987654320988,0.5,1.1411442507867053
wit,0.8580246913580247,0.8765432098765432,0.7857142857142857,3.771020595142805
sphinx,0.5802469135802469,0.6481481481481481,0.9285714285714286,3.6676082117852014
houndify,0.9259259259259259,0.9382716049382716,0.42857142857142855,4.065441433571583
